Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Beltzville Reservoir","Increase in Storage for Beltzville Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
7/30/2006,364053, ,315642,-40497.9,-639197
7/31/2006,367086, ,267124,-42204.1,-592006
8/1/2006,213470, ,187777,-27664.8,-373582
8/2/2006,149318, ,149783,-42253.5,-256848
8/3/2006,19592.7, ,227299,-45330.2,-201561
8/4/2006,53391.9, ,147666,-12771.6,-188286
8/5/2006,99619.1, ,119446,-44149.6,-174916
8/6/2006,96727.2, ,104990,-36913.2,-164804
8/7/2006,4036.08, ,156771,-36772.8,-124034
8/8/2006,41805.5, ,102354,-17091,-127069
8/9/2006,64546.6, ,94494.2,-37669.1,-121372
8/10/2006,63303.4, ,88691.5,-34121.7,-117873
8/11/2006,46455.4, ,82998.9,-34274.3,-95180.1
8/12/2006,45395.2, ,78864.5,-35531.5,-88728.2
8/13/2006,41249.1, ,75596.5,-30445.6,-86400
8/14/2006,43603.3, ,72804.3,-30007.6,-86400
8/15/2006, ,-317030,435053,-31623,-86400
8/16/2006, ,-411.783,117164,77732.3,-194485
8/17/2006,122815, ,119123,-33597.2,-208340
8/18/2006,141658, ,115884,-33762.5,-223780
8/19/2006, ,-14896,166334,-34047.4,-117390
8/20/2006,23440.3, ,128662,-18322.2,-133780
8/21/2006,59659.3, ,113312,-36010.9,-136960
8/22/2006,68521.7, ,103084,-35503,-136103
8/23/2006,64086.9, ,83710.4,-32778,-115019
8/24/2006,24168.5, ,109450,-33582.7,-100035
8/25/2006, ,-134809,248883,-15326.1,-98747.9
8/26/2006, ,-187799,313047,22099.5,-147348
8/27/2006, ,-2063150,2277930,9009.12,-223793
8/28/2006, ,-123038,895501,174157,-946620
8/29/2006, ,-2534180,3739550,-25418.2,-1179960
8/30/2006,58531, ,2108550,137246,-2304330
8/31/2006,944150, ,1315794,-12077.5,-2247870
9/1/2006,1021921, ,1395103,-29058.9,-2387960
9/2/2006, ,-1479500,3081660,23229.8,-1625390
9/3/2006, ,-39500,1853136,131703,-1945340
9/4/2006,1287773, ,837236,-15042.7,-2109970
9/5/2006,1290191, ,660084,-26264.4,-1924010
9/6/2006,734611, ,384753,-2545.32,-1116820
9/7/2006,390999, ,262954,-26596.2,-627358
9/8/2006,257631, ,205033,-26733.9,-435930
9/9/2006,119598, ,192513,-27864.7,-284247
9/10/2006,96777.8, ,145421,-22032.3,-220167
9/11/2006,82650.4, ,126829,-28490.7,-180989
9/12/2006,66219.9, ,116027,-27326,-154921
9/13/2006,22210.8, ,130069,-22854,-129426
9/14/2006, ,-2788600,2923090,-10182.4,-124309
9/15/2006, ,-2151030,2924400,283021,-1056400
9/16/2006,381755, ,1525244,85520.8,-1992520
9/17/2006,1205044, ,1278931,-26397.2,-2457580
9/18/2006,999127, ,936965,-26566.7,-1909520
9/19/2006,549400, ,724901,-27254.4,-1247050
9/20/2006,472082, ,530043,-21859.8,-980266
9/21/2006,354344, ,399491,-23198.2,-730636
9/22/2006,315036, ,257107,-20665.2,-551478
9/23/2006,197534, ,217849,-19835.9,-395547
9/24/2006,119268, ,184498,-12284.1,-291483
9/25/2006,94176.1, ,144556,-18913.8,-219818
9/26/2006,76359.5, ,128577,-22634.8,-182301
9/27/2006,55453.9, ,118074,-20984.1,-152544
9/28/2006, ,-925769,1076768,-20597.3,-130402
9/29/2006, ,-74926.6,381525,134541,-441139
9/30/2006,116359, ,430455,-21358.5,-525456
10/1/2006, ,-33927.3,677827,-14317,-629583
10/2/2006, ,-26692.8,513179,10116.1,-496602
10/3/2006,108280, ,451197,-18989.6,-540487
10/4/2006, ,-2143380,2710590,-19809,-547401
10/5/2006, ,-557534,1621517,161006,-1224990
10/6/2006,668585, ,947429,-21579.8,-1594430
10/7/2006,1166972, ,608193,-15319.4,-1759850
10/8/2006,648693, ,427556,-17202.8,-1059050
10/9/2006,366015, ,312417,-17372.3,-661059
10/10/2006,225018, ,244128,-19756.5,-449389
10/11/2006,57080, ,291971,-21017.5,-328034
10/12/2006,23733.7, ,262036,-2931.58,-282838
10/13/2006,83571, ,187600,-5126.58,-266045
10/14/2006,100450, ,161444,-14691,-247203
10/15/2006,71740, ,144853,-12899.7,-203694
10/16/2006,44126.3, ,133102,-12595.1,-164633
10/17/2006, ,-1253130,1412124,-12531.1,-146466
10/18/2006, ,-201639,603130,161869,-563360
10/19/2006, ,-161248,894932,-17565.2,-716118
10/20/2006, ,-584621,1545743,8939.62,-970062
10/21/2006, ,-45486.8,1012056,48032.5,-1014600
10/22/2006,265327, ,899507,-13923.5,-1150910
10/23/2006,472794, ,686324,-6683.08,-1152440
10/24/2006,345404, ,533970,-13411.2,-865962
10/25/2006,360258, ,357664,-11322.1,-706600
10/26/2006,272301, ,265358,-11673.3,-525986
10/27/2006, ,-109457,506620,-11498.5,-385664
10/28/2006, ,-3087620,3424210,39954.8,-376547
10/29/2006, ,-342128,1513431,227426,-1398730
10/30/2006,644564, ,1182227,-12037.4,-1814750
10/31/2006,1148617, ,903534,-12195,-2039960
11/1/2006,207401, ,1005498,-13167.9,-1199730
11/2/2006, ,-104095,1118406,16109.1,-1030420
11/3/2006,155839, ,827742,25564.9,-1009150
11/4/2006,395713, ,598108,-9939.19,-983882
11/5/2006,477760, ,379143,-8817.78,-848085
11/6/2006,333098, ,278441,-9874.06,-601664
11/7/2006,183574, ,244791,-9801,-418564
11/8/2006, ,-1945420,2251647,-5432.69,-300792
11/9/2006, ,-361753,1069360,217353,-924960
11/10/2006,334978, ,867915,-14293.4,-1188600
11/11/2006,701090, ,709051,-13833.8,-1396310
11/12/2006, ,-55015.5,950823,-13698.8,-882109
11/13/2006, ,-46947.9,870285,19259.2,-842596
11/14/2006,138396, ,700252,4738.71,-843386
11/15/2006,299601, ,551193,-10340.3,-840453
11/16/2006, ,-5171190,5892080,-13647.5,-707243
11/17/2006, ,-408077,2516070,288811,-2396800
11/18/2006,1473521, ,1527501,-14574.4,-2986450
11/19/2006,2301740, ,1020186,-10042.4,-3311880
11/20/2006,986961, ,710648,-9690.02,-1687920
11/21/2006,562155, ,533778,-9821.64,-1086110
11/22/2006,73431.5, ,689184,-7744.8,-754871
11/23/2006, ,-1324770,1937817,31492.7,-644537
11/24/2006, ,-154174,1087767,120000,-1053590
11/25/2006,502987, ,736917,-1648.27,-1238260
11/26/2006,698571, ,565292,-9695.69,-1254170
11/27/2006,342625, ,463681,-9647.06,-796659
11/28/2006,203542, ,395207,-10119.5,-588630
11/29/2006,140436, ,344707,-10416.3,-474727
11/30/2006,117123, ,295596,-11521,-401198
12/1/2006, ,-510906,868414,-12337.8,-345170
12/2/2006, ,-93177.1,516280,79802.7,-502906
12/3/2006,126953, ,443707,-10563.8,-560097
12/4/2006,225855, ,391111,-7499.27,-609467
12/5/2006,108468, ,350988,-9089.98,-450366
12/6/2006,81347.8, ,320088,-6166.86,-395269
12/7/2006,66251.2, ,293684,-5872.62,-354062
12/8/2006,57721.5, ,270960,-7094.69,-321586
12/9/2006,72528.6, ,228425,-6043.21,-294910
12/10/2006,71344, ,198780,-5768.35,-264356
12/11/2006,63610.7, ,176893,-7782.19,-232722
12/12/2006,48894.3, ,160334,-7862.53,-201366
12/13/2006, ,-96336.2,284530,-9524.29,-178669
12/14/2006, ,-7544.57,188560,26237.5,-207252
12/15/2006,39179.9, ,181536,-9575.13,-211141
12/16/2006,56408.9, ,169798,-7998.46,-218209
12/17/2006,26789.8, ,161644,-8469.15,-179965
12/18/2006, ,-10400.7,189602,-8208.05,-170993
12/19/2006,27894.1, ,152118,-6331.1,-173681
12/20/2006,31324.5, ,145634,-9170.6,-167788
12/21/2006,35291.8, ,134048,-6888.08,-162451
12/22/2006, ,-557852,709064,-7278.89,-143933
12/23/2006, ,-494466,729695,94352.4,-329582
12/24/2006, ,-11161.5,501223,34207.4,-524269
12/25/2006, ,-526518,1182799,-9619.82,-646661
12/26/2006, ,-149807,903292,51086.9,-804572
12/27/2006,96578.2, ,766299,-439.239,-862438
12/28/2006,304985, ,653116,-7303.97,-950797
12/29/2006,236847, ,543558,-6169.33,-774236
12/30/2006,261044, ,400494,-7213.62,-654324
12/31/2006,240455, ,299136,-7202.13,-532389
1/1/2007, ,-806451,1227236,-6388.66,-414396
1/2/2007, ,-215653,729909,128033,-642289
1/3/2007,161942, ,595355,-5203.63,-752094
1/4/2007,361696, ,491917,-2779.29,-850833
1/5/2007, ,-196253,807948,-5967.71,-605727
1/6/2007, ,-606098,1203224,34614.1,-631740
1/7/2007, ,-994568,1778956,49975.2,-834363
1/8/2007, ,-1443760,2673350,56609.8,-1286200
1/9/2007,414961, ,1390661,79554.8,-1885180
1/10/2007,1027708, ,927822,-7874.71,-1947660
1/11/2007,1002432, ,668261,-6749.04,-1663940
1/12/2007,490187, ,511026,-5631.56,-995581
1/13/2007,254151, ,454882,-6663.58,-702370
1/14/2007,101408, ,441970,1345.18,-544723
1/15/2007, ,-7548.57,469676,7165.24,-469293
1/16/2007,120406, ,321265,13838,-455509
1/17/2007,156046, ,264159,-9234.45,-410970
1/18/2007,126224, ,231361,-5884.24,-351700
1/19/2007,67992.6, ,209449,-5180.56,-272261
1/20/2007,47352.5, ,193564,-5927.29,-234990
1/21/2007,36785.4, ,179903,-5230.52,-211458
1/22/2007,32147, ,166384,-4224.87,-194306
1/23/2007,32756.6, ,152025,-4831.53,-179950
1/24/2007,29770.5, ,141313,-4979.38,-166104
1/25/2007,27140.1, ,131462,-5361.68,-153241
1/26/2007,23685.5, ,123723,-5808.56,-141600
1/27/2007,18813.1, ,117180,-3827.23,-132166
1/28/2007,16625.7, ,111857,-4360.46,-124122
1/29/2007,16971.9, ,106115,-5499.95,-117587
1/30/2007,15537.4, ,101493,-5312.8,-111717
1/31/2007,13286.5, ,97321.3,-4119.71,-106488
2/1/2007,12697.2, ,93472.9,-4527.2,-101643
2/2/2007, ,-8043.91,110305,-4832.32,-97429
2/3/2007,18629.6, ,87377.9,-5640.97,-100366
2/4/2007,17811.7, ,84364.3,-5123.93,-97052
2/5/2007,16424.9, ,81599.7,-4008.84,-94015.8
2/6/2007,11112.3, ,79034.3,-3746.54,-86400
2/7/2007,12732.4, ,76623,-2955.34,-86400
2/8/2007,15433.5, ,74332.2,-3365.73,-86400
2/9/2007,17836.9, ,72149.6,-3586.52,-86400
2/10/2007,20611.7, ,69979.1,-4190.85,-86400
2/11/2007,23280.2, ,67918.4,-4798.67,-86400
2/12/2007,24788.8, ,65956.2,-4345.03,-86400
2/13/2007,27002.4, ,64057.9,-4660.38,-86400
2/14/2007,30119.8, ,62242.1,-5961.87,-86400
2/15/2007,30595.8, ,60529.1,-4724.89,-86400
2/16/2007,32039.9, ,58903.1,-4543.03,-86400
2/17/2007,32913.9, ,57343.9,-3857.76,-86400
2/18/2007,35352, ,55837,-4788.99,-86400
2/19/2007,37399.8, ,54395.9,-5395.73,-86400
2/20/2007, ,-92035.8,183158,-4721.87,-86400
2/21/2007, ,-437878,541029,-5353.94,-97796.9
2/22/2007, ,-1124450,1344277,39702.9,-259528
2/23/2007, ,-534998,1147293,77192.7,-689488
2/24/2007,528383, ,415178,67304.9,-1010870
2/25/2007,476973, ,499902,-7959.19,-968916
2/26/2007, ,-131002,824794,-6334.78,-687458
2/27/2007, ,-962221,1548773,-6593.57,-579958
2/28/2007, ,-1215120,2121220,51719.2,-957823
3/1/2007, ,-394982,1813077,80167,-1498260
3/2/2007, ,-3885100,5683210,29583.7,-1827690
3/3/2007,285024, ,2729250,191562,-3205840
3/4/2007,1966065, ,1390268,52179.5,-3408510
3/5/2007,2395166, ,883529,-11119,-3267580
3/6/2007,1083022, ,593510,-8849.38,-1667680
3/7/2007,534092, ,428030,-6352.63,-955769
3/8/2007,319734, ,319707,-4418.18,-635023
3/9/2007,199030, ,252707,-4655.43,-447082
3/10/2007,45506, ,293644,-5668.61,-333481
3/11/2007, ,-159064,455106,-7356.26,-288686
3/12/2007,76430.2, ,221537,35851.6,-333819
3/13/2007,127633, ,204031,-8234.64,-323429
3/14/2007,109545, ,194992,-10978.2,-293558
3/15/2007, ,-569340,790980,-14786.9,-206853
3/16/2007, ,-2661800,3021860,36605.1,-396668
3/17/2007,287399, ,849353,199192,-1335940
3/18/2007,746090, ,817461,-9486.58,-1554060
3/19/2007,759938, ,810698,-7745.04,-1562890
3/20/2007,184027, ,649186,-7376.14,-825837
3/21/2007,246345, ,520382,-7612.28,-759115
3/22/2007, ,-729977,1392281,-2215.2,-660089
3/23/2007, ,-396887,1240290,10546.8,-853950
3/24/2007,279305, ,732006,39673.4,-1050980
3/25/2007,648661, ,480944,-8079.69,-1121530
3/26/2007,469324, ,365948,-17524.9,-817747
3/27/2007,263403, ,280201,-17304.4,-526299
3/28/2007,165044, ,228674,-18020.8,-375698
3/29/2007,123640, ,190931,-22963.4,-291608
3/30/2007,89532.3, ,160690,-16953.8,-233269
3/31/2007,76820.8, ,134660,-18048.8,-193432
4/1/2007, ,-295316,476066,-18655.9,-162094
4/2/2007,70331.5, ,159444,27363.7,-257139
4/3/2007,132445, ,142864,-18586.1,-256723
4/4/2007, ,-151835,433528,-22235.5,-259458
4/5/2007, ,-32864.7,234175,43968.5,-245278
4/6/2007,53177.6, ,231993,-14982,-270189
4/7/2007,86684.8, ,226174,-12959.9,-299899
4/8/2007,26764.5, ,216855,-12838.7,-230781
4/9/2007,46581.7, ,191476,-13050.6,-225007
4/10/2007,54002.2, ,170662,-13162.7,-211502
4/11/2007,29521, ,177724,-14247.2,-192998
4/12/2007, ,-653428,843629,-10247.1,-179954
4/13/2007, ,-155284,451460,101162,-397338
4/14/2007,30456.8, ,477353,-16872.2,-490938
4/15/2007, ,-6879800,8174250,-7335.75,-1287120
4/16/2007, ,0,6594200,436818,-7031020
4/17/2007,356261, ,3136840,135699,-3628800
4/18/2007,1912712, ,1730484,-14395.6,-3628800
4/19/2007,2612723, ,1028925,-12848.3,-3628800
4/20/2007,1373025, ,612535,-20143.3,-1965420
4/21/2007,728703, ,415930,-20652,-1123980
4/22/2007,402336, ,307794,-24332.9,-685797
4/23/2007,252292, ,219549,-26422.2,-445420
4/24/2007,171325, ,168944,-25845,-314424
4/25/2007, ,-264229,526892,-30567.6,-232096
4/26/2007, ,-151518,389530,67116.5,-305128
4/27/2007, ,-295115,662879,-5974.97,-361789
4/28/2007,78359.9, ,426761,21312.8,-526434
4/29/2007,122603, ,390638,-20183.9,-493057
4/30/2007,130028, ,390818,-27420.3,-493426
5/1/2007, ,-597492,1022308,-22077.2,-402739
5/2/2007, ,-149435,695842,54848.1,-601255
5/3/2007,226944, ,502209,-26163.6,-702989
5/4/2007,394615, ,370028,-24523.4,-740120
5/5/2007,276025, ,271520,-24851.8,-522693
5/6/2007,194701, ,212484,-25932.8,-381252
5/7/2007,135286, ,176364,-26972.7,-284677
5/8/2007,92819.8, ,152100,-24796.7,-220123
5/9/2007,77321.9, ,128511,-25517.2,-180316
5/10/2007,57945.3, ,123730,-29350.6,-152325
5/11/2007,59056.6, ,106959,-31235.1,-134780
5/12/2007,49012.3, ,107975,-37253.5,-119733
5/13/2007,44923.5, ,95863.8,-27899.4,-112888
5/14/2007,41470.1, ,91240,-29111,-103599
5/15/2007,38123.6, ,87346.3,-27110.4,-98359.5
5/16/2007, ,-15367.9,135491,-28640,-91483.4
5/17/2007, ,-4272.12,111784,-2818.93,-104693
5/18/2007,19171.9, ,112958,-20589.9,-111540
5/19/2007,43280.3, ,91597.4,-14800,-120078
5/20/2007,6576.28, ,122964,-24093.7,-105446
5/21/2007,31379.4, ,91680.9,-13887,-109173
5/22/2007,42691.2, ,88647.8,-29258.2,-102081
5/23/2007,42648.8, ,85196.6,-26747.9,-101098
5/24/2007,39279.3, ,80105.5,-30876.4,-88508.4
5/25/2007,44296.1, ,74177.1,-32073.3,-86400
5/26/2007,53022.7, ,69428.1,-36050.8,-86400
5/27/2007,46365.4, ,79145.6,-39111,-86400
5/28/2007,45989.9, ,67188.3,-26778.2,-86400
5/29/2007,62982.9, ,61963.4,-38546.3,-86400
5/30/2007,62833.6, ,59446.4,-35880,-86400
5/31/2007, ,-42500.6,162063,-33162.8,-86400
6/1/2007, ,-33627.6,116342,11776.9,-94491.1
6/2/2007,50860.4, ,88460.5,-26703.7,-112617
6/3/2007, ,-200229,355602,-33084.9,-122289
6/4/2007, ,-185792,342403,30190.3,-186801
6/5/2007,76071.3, ,196861,-10777.5,-262155
6/6/2007,146871, ,186459,-35041.4,-298289
6/7/2007,103646, ,171779,-33517.4,-241908
6/8/2007, ,-47442.9,261666,-29190.1,-185033
6/9/2007,44170.5, ,171009,-8544.56,-206634
6/10/2007, ,-172285,413252,-39482.9,-201484
6/11/2007,23849.5, ,257644,482.068,-281976
6/12/2007, ,-253637,566756,-32484,-280635
6/13/2007,25096.5, ,366218,21236.2,-412551
6/14/2007,178973, ,247311,-29411.4,-396873
6/15/2007,233446, ,194101,-34118.6,-393428
6/16/2007, ,-116800,416453,-30443.2,-269210
6/17/2007, ,-11110.4,283300,13765.3,-285955
6/18/2007,144872, ,188291,-35211.8,-297951
6/19/2007, ,-1381440,1716809,-39350.4,-296015
6/20/2007, ,-182582,769455,142594,-729467
6/21/2007,151325, ,777561,-37368.2,-891518
6/22/2007,608564, ,483986,-4608.45,-1087940
6/23/2007,365921, ,347855,-36775.7,-677001
6/24/2007,326587, ,241624,-31743.7,-536467
6/25/2007,215303, ,175184,-32665.8,-357822
6/26/2007,158433, ,132278,-35823.1,-254888
6/27/2007, ,-661121,883996,-39846.3,-183029
6/28/2007, ,-484240,794805,86587.4,-397153
6/29/2007,218239, ,385619,-165.166,-603693
6/30/2007,450879, ,278306,-41044.7,-688140
7/1/2007,309460, ,211996,-35212.8,-486243
7/2/2007,158061, ,167619,-33706,-291974
7/3/2007,115515, ,136665,-32872.6,-219307
7/4/2007, ,-338403,542104,-31607.3,-172093
7/5/2007, ,-94426,318827,57728.2,-282129
7/6/2007, ,-43647.6,404650,-28470.4,-332532
7/7/2007,204053, ,219019,-1211.87,-421860
7/8/2007,155104, ,196649,-37587.9,-314165
7/9/2007,170584, ,138908,-36052.5,-273439
7/10/2007,75282, ,150359,-40782.1,-184859
7/11/2007,29447.7, ,164340,-31815.7,-161972
7/12/2007,75504.8, ,102953,-27255.7,-151202
7/13/2007,59117.4, ,117972,-37871.8,-139217
7/14/2007,72474.1, ,78620.2,-22672.7,-128422
7/15/2007,59156.4, ,77156.9,-36464.9,-99848.4
7/16/2007,60789.2, ,61402.8,-30942.4,-91249.6
7/17/2007,69699, ,55625.8,-38924.7,-86400
7/18/2007, ,-214251,340294,-39642.7,-86400
7/19/2007, ,-187013,284841,54613.2,-152441
7/20/2007,99533.6, ,140143,-12756.4,-226920
7/21/2007,168574, ,124877,-38358.1,-255093
7/22/2007,106841, ,110121,-33675.1,-183287
7/23/2007, ,-814248,974392,-35097.1,-125047
7/24/2007, ,-160824,451972,111982,-403130
7/25/2007,77405.5, ,464561,-29804.8,-512162
7/26/2007,355956, ,299906,-25554.1,-630308
7/27/2007, ,-764520,1209014,-39014.5,-405480
7/28/2007, ,-14692.9,605598,66921.9,-657827
7/29/2007,99316.4, ,645622,-40099.1,-704839
7/30/2007,182622, ,642787,-5331.09,-820078
7/31/2007,298463, ,347196,-14323.3,-631336
8/1/2007,363754, ,220444,-38996.3,-545202
8/2/2007,290183, ,151916,-38623.1,-403476
8/3/2007,20609.3, ,259118,-39875.2,-239852
8/4/2007,66523.3, ,141160,2809.9,-210493
8/5/2007,117473, ,107764,-41172.4,-184064
8/6/2007,86270.3, ,119379,-36302.3,-169347
8/7/2007, ,-498753,647938,-26417.5,-122768
8/8/2007, ,-852927,1081012,63608.5,-291694
8/9/2007, ,-40933.8,609884,47159.5,-616110
8/10/2007, ,-153820,959873,-26441.8,-779611
8/11/2007,305519, ,562850,15220.3,-883590
8/12/2007,319091, ,424883,-33105.2,-710869
8/13/2007,375469, ,309403,-35670.4,-649202
8/14/2007,240719, ,227492,-35832.7,-432379
8/15/2007,200181, ,154296,-33884,-320593
8/16/2007,157462, ,106019,-33083.9,-230397
8/17/2007, ,-158152,356427,-35672.2,-162602
8/18/2007,20849.5, ,160338,24393.5,-205581
8/19/2007,15557.5, ,223186,-31148.9,-207595
8/20/2007, ,-867998,1125072,-10423.8,-246650
8/21/2007, ,-3879960,4296630,86193.6,-502865
8/22/2007, ,-99851.2,1802961,192121,-1895230
8/23/2007,1080752, ,1348313,-20843.6,-2408220
8/24/2007,1613515, ,897575,-28455.7,-2482630
8/25/2007, ,-1386910,2769570,-33047.6,-1349620
8/26/2007, ,-116713,1686069,102463,-1671820
8/27/2007,924385, ,882883,-22863.4,-1784400
8/28/2007,1343818, ,467832,-32143,-1779510
8/29/2007,793911, ,251272,-32921.3,-1012260
8/30/2007,397899, ,169298,-33201.9,-533996
8/31/2007,197882, ,132133,-33881.3,-296134
9/1/2007,105837, ,113331,-34934,-184234
9/2/2007,70220.2, ,96950.7,-28917,-138254
9/3/2007,52425.6, ,88718.6,-27006.2,-114138
9/4/2007,44495.1, ,83639.5,-28467.9,-99666.7
9/5/2007,39089.2, ,79919.2,-29238.8,-89769.6
9/6/2007,39516.1, ,76875.6,-29991.7,-86400
9/7/2007,42206.7, ,74232.3,-30039,-86400
9/8/2007, ,-77811.7,195777,-31565.5,-86400
9/9/2007,18626, ,79556,17446.4,-115628
9/10/2007,54189.4, ,96417.5,-34085.1,-116522
9/11/2007, ,-223320,376445,-29208.6,-123917
9/12/2007,2076.89, ,139538,42524.2,-184139
9/13/2007,79062.9, ,150926,-25854.9,-204134
9/14/2007,92214.1, ,154267,-24178,-222303
9/15/2007, ,-9319.97,183841,-26277.3,-148244
9/16/2007,35620.9, ,144887,-17496.6,-163011
9/17/2007,53568.6, ,127820,-20390.9,-160998
9/18/2007,60068.8, ,112964,-20850.4,-152183
9/19/2007,56812.3, ,92658.3,-20913.4,-128557
9/20/2007,54087, ,79080.7,-22020,-111148
9/21/2007,48961.4, ,69694.6,-23754.9,-94901.1
9/22/2007,36651.5, ,76034.2,-26285.7,-86400
9/23/2007,45161.8, ,61233.8,-19995.6,-86400
9/24/2007,55099.3, ,57015.2,-25714.5,-86400
9/25/2007,57153.9, ,53839.4,-24593.3,-86400
9/26/2007,37748.6, ,73226.3,-24574.9,-86400
9/27/2007, ,-79160.8,177143,-11582.4,-86400
9/28/2007, ,-2809.84,84113.7,20099.1,-101403
9/29/2007,60723.7, ,73096.3,-22325.6,-111494
9/30/2007,63220.1, ,71380,-23149,-111451
10/1/2007,37969.9, ,69242,-20811.9,-86400
10/2/2007,41417.6, ,66653.5,-21671.1,-86400
10/3/2007,44365.3, ,63678.3,-21643.6,-86400
10/4/2007,50834.4, ,59244.2,-23678.6,-86400
10/5/2007,59428.8, ,52691,-25719.8,-86400
10/6/2007,64269.2, ,48531.8,-26401,-86400
10/7/2007,66922.4, ,44642.4,-25164.8,-86400
10/8/2007,70561.7, ,42074.5,-26236.2,-86400
10/9/2007, ,-481794,593974,-25780.2,-86400
10/10/2007, ,-512022,605328,133591,-226897
10/11/2007, ,-4511670,4884610,40853.2,-413792
10/12/2007, ,-193438,1983669,237740,-2027970
10/13/2007,780824, ,1715890,-5511.88,-2491200
10/14/2007,1591069, ,1284871,-14550,-2861390
10/15/2007,779679, ,897599,-15801.2,-1661480
10/16/2007,688232, ,626504,-15282.7,-1299450
10/17/2007,559718, ,394449,-17842.7,-936325
10/18/2007,395875, ,262558,-18915.8,-639517
10/19/2007, ,-617209,1064881,-19834.6,-427837
10/20/2007, ,-71837.3,539808,105992,-573963
10/21/2007,270165, ,371887,-19636.4,-622416
10/22/2007,386960, ,288987,-17087.9,-658859
10/23/2007, ,-26641.2,444533,-17664.5,-400227
10/24/2007, ,-591515,950362,9622.2,-368469
10/25/2007, ,-389312,900953,49652.8,-561294
10/26/2007, ,-1648320,2403550,10057.3,-765283
10/27/2007, ,-3752110,5053820,116579,-1418290
10/28/2007,281807, ,2338870,165431,-2786110
10/29/2007,1875686, ,1404319,-14591.8,-3265410
10/30/2007,2033393, ,910909,-11965.3,-2932340
10/31/2007,946008, ,616603,-11245.3,-1551370
11/1/2007,565498, ,424745,-12966.3,-977277
11/2/2007,347321, ,316718,-13287.3,-650752
11/3/2007,228864, ,236134,-12309.3,-452689
11/4/2007,160900, ,177182,-12217.2,-325866
11/5/2007,105028, ,149981,-11664.4,-243345
11/6/2007,64312.5, ,134553,-11100.3,-187766
11/7/2007,40702.3, ,124404,-11200.8,-153906
11/8/2007,30026.1, ,117019,-10732.5,-136313
11/9/2007, ,-38560.1,172456,-8570.73,-125326
11/10/2007, ,-38446.6,163207,13199.6,-137960
11/11/2007, ,-6320.83,145768,11446.6,-150894
11/12/2007,106.058, ,159857,513.975,-160477
11/13/2007,12960.5, ,146269,-2952.31,-156278
11/14/2007,19619.9, ,140416,-9403.8,-150632
11/15/2007, ,-1564.57,160707,-10295.3,-148847
11/16/2007, ,-114909,267968,-3928.7,-149131
11/17/2007, ,-34527.6,204047,20177.3,-189697
11/18/2007, ,-528881,748483,-8694.77,-210907
11/19/2007, ,-557534,886514,77852.9,-406833
11/20/2007, ,-450831,1036389,27456.4,-613015
11/21/2007,33357.2, ,834810,22294.8,-890462
11/22/2007, ,-1770930,2697480,-7314.8,-919238
11/23/2007, ,-536080,1946035,112938,-1522890
11/24/2007,484476, ,1309683,31949.5,-1826110
11/25/2007,1077992, ,912464,-6056.35,-1984400
11/26/2007,784854, ,610174,-5634.02,-1389390
11/27/2007,482470, ,469218,-7581.43,-944107
11/28/2007,238518, ,434162,-8727.68,-663952
11/29/2007, ,-531620,1043498,-7359.69,-504518
11/30/2007, ,-55678,626870,77767.3,-648959
12/1/2007, ,-29462.7,737819,-6846.26,-701510
12/2/2007,246730, ,516688,39311.3,-802729
12/3/2007,179499, ,452491,-4863.97,-627126
12/4/2007,185093, ,388670,-4764.11,-568999
12/5/2007,116659, ,341942,-5984.91,-452616
12/6/2007,98380.7, ,300630,-4643.04,-394368
12/7/2007,103915, ,243750,-3917.95,-343747
12/8/2007,92856.3, ,206827,-4242.59,-295441
12/9/2007,66817.3, ,189018,-5433.09,-250402
12/10/2007,60066.7, ,156698,-3566.22,-213198
12/11/2007,30636.2, ,159342,-5797.85,-184181
12/12/2007, ,-1847.57,174263,-4062.56,-168353
12/13/2007, ,-310340,476131,-2356.83,-163434
12/14/2007,41476.9, ,184723,43712.5,-269912
12/15/2007,102990, ,180421,-5038.7,-278372
12/16/2007,105286, ,180120,-4980.79,-280425
12/17/2007, ,-103270,289920,-4895.97,-181754
12/18/2007,17625.5, ,190524,8670.52,-216820
12/19/2007, ,-110834,336005,-4983.08,-220188
12/20/2007, ,-115441,376007,11583.8,-272150
12/21/2007,54482, ,227406,18957.1,-300845
12/22/2007,116462, ,202751,-6073.67,-313139
12/23/2007,57544, ,217450,-6272.11,-268721
12/24/2007,49283.5, ,170082,-3496.39,-215869
12/25/2007,53122.5, ,151360,-7722.27,-196761
12/26/2007, ,-29754.5,215886,-6500.7,-179631
12/27/2007, ,-1011880,1188810,2176.31,-179109
12/28/2007,182763, ,267223,68699.9,-518685
12/29/2007,305184, ,258504,-6381.58,-557306
12/30/2007,294044, ,284866,-7397.21,-571512
12/31/2007,11957, ,260926,-2685.84,-270198
1/1/2008, ,-186087,458255,-4069.44,-268099
1/2/2008,57623.2, ,266741,10318.5,-334682
1/3/2008,88990, ,245808,-6157.7,-328641
1/4/2008,123673, ,203819,-3891.03,-323601
1/5/2008,67887.1, ,174294,-3392.06,-238789
1/6/2008,61484, ,151174,-4684.24,-207974
1/7/2008,49445.1, ,133304,-6320.08,-176429
