Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Prompton Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Prompton Lake","Inflow from Upstream","Outflow to Downstream"
12/21/2005,0,87540.9,-87540.9
12/22/2005,0,84725.6,-84725.6
12/23/2005,0,82068.2,-82068.2
12/24/2005,0,79419.2,-79419.2
12/25/2005,0,357333,-357333
12/26/2005,0,97951.1,-97951.1
12/27/2005,0,89001,-89001
12/28/2005,0,88596.2,-88596.2
12/29/2005,0,353044,-353044
12/30/2005,0,104356,-104356
12/31/2005,0,106251,-106251
1/1/2006,0,107428,-107428
1/2/2006,0,288147,-288147
1/3/2006,0,268840,-268840
1/4/2006,0,135018,-135018
1/5/2006,0,131962,-131962
1/6/2006,0,119187,-119187
1/7/2006,0,112695,-112695
1/8/2006,0,107052,-107052
1/9/2006,0,101703,-101703
1/10/2006,0,94990.8,-94990.8
1/11/2006,0,419526,-419526
1/12/2006,0,110908,-110908
1/13/2006,0,105005,-105005
1/14/2006,0,1042227,-1042230
1/15/2006,0,228274,-228274
1/16/2006,0,199565,-199565
1/17/2006,0,199750,-199750
1/18/2006,0,2238220,-2238220
1/19/2006,0,466865,-466865
1/20/2006,0,472529,-472529
1/21/2006,0,493174,-493174
1/22/2006,0,518946,-518946
1/23/2006,0,379234,-379234
1/24/2006,0,249461,-249461
1/25/2006,0,219827,-219827
1/26/2006,0,176752,-176752
1/27/2006,0,151579,-151579
1/28/2006,0,153917,-153917
1/29/2006,0,389826,-389826
1/30/2006,0,512849,-512849
1/31/2006,0,950332,-950332
2/1/2006,0,906582,-906582
2/2/2006,0,750124,-750124
2/3/2006,0,2495782,-2495780
2/4/2006,0,2701130,-2701130
2/5/2006,0,1624779,-1624780
2/6/2006,0,1179178,-1179180
2/7/2006,0,668223,-668223
2/8/2006,0,495405,-495405
2/9/2006,0,380019,-380019
2/10/2006,0,305881,-305881
2/11/2006,0,245542,-245542
2/12/2006,0,201591,-201591
2/13/2006,0,173227,-173227
2/14/2006,0,154152,-154152
2/15/2006,0,288724,-288724
2/16/2006,0,467698,-467698
2/17/2006,0,790994,-790994
2/18/2006,0,702799,-702799
2/19/2006,0,290843,-290843
2/20/2006,0,291415,-291415
2/21/2006,0,281485,-281485
2/22/2006,0,266434,-266434
2/23/2006,0,283784,-283784
2/24/2006,0,264711,-264711
2/25/2006,0,195006,-195006
2/26/2006,0,165115,-165115
2/27/2006,0,145069,-145069
2/28/2006,0,130860,-130860
3/1/2006,0,120211,-120211
3/2/2006,0,111956,-111956
3/3/2006,0,105157,-105157
3/4/2006,0,99405.6,-99405.6
3/5/2006,0,94555.3,-94555.3
3/6/2006,0,90292.9,-90292.9
3/7/2006,0,86511.1,-86511.1
3/8/2006,0,87226.6,-87226.6
3/9/2006,0,474583,-474583
3/10/2006,0,698228,-698228
3/11/2006,0,307210,-307210
3/12/2006,0,193476,-193476
3/13/2006,0,1175316,-1175320
3/14/2006,0,364094,-364094
3/15/2006,0,275927,-275927
3/16/2006,0,260917,-260917
3/17/2006,0,227650,-227650
3/18/2006,0,190113,-190113
3/19/2006,0,161949,-161949
3/20/2006,0,142049,-142049
3/21/2006,0,121465,-121465
3/22/2006,0,107079,-107079
3/23/2006,0,97780.2,-97780.2
3/24/2006,0,104084,-104084
3/25/2006,0,115809,-115809
3/26/2006,0,108537,-108537
3/27/2006,0,97611.8,-97611.8
3/28/2006,0,90495.3,-90495.3
3/29/2006,0,80871.7,-80871.7
3/30/2006,0,75699.1,-75699.1
3/31/2006,0,81895.5,-81895.5
4/1/2006,0,192518,-192518
4/2/2006,0,72472.4,-72472.4
4/3/2006,0,362622,-362622
4/4/2006,0,163704,-163704
4/5/2006,0,102909,-102909
4/6/2006,0,92858.2,-92858.2
4/7/2006,0,225084,-225084
4/8/2006,0,118109,-118109
4/9/2006,0,108026,-108026
4/10/2006,0,103978,-103978
4/11/2006,0,94199.6,-94199.6
4/12/2006,0,84271.8,-84271.8
4/13/2006,0,93991.4,-93991.4
4/14/2006,0,216240,-216240
4/15/2006,0,108465,-108465
4/16/2006,0,88642.8,-88642.8
4/17/2006,0,80376.2,-80376.2
4/18/2006,0,73677.3,-73677.3
4/19/2006,0,67815.2,-67815.2
4/20/2006,0,62801.1,-62801.1
4/21/2006,0,59129.8,-59129.8
4/22/2006,0,1258432,-1258430
4/23/2006,0,932590,-932590
4/24/2006,0,815115,-815115
4/25/2006,0,554495,-554495
4/26/2006,0,432930,-432930
4/27/2006,0,369745,-369745
4/28/2006,0,307182,-307182
4/29/2006,0,254424,-254424
4/30/2006,0,179366,-179366
5/1/2006,0,131281,-131281
5/2/2006,0,102257,-102257
5/3/2006,0,85499.7,-85499.7
5/4/2006,0,75438.9,-75438.9
5/5/2006,0,68966,-68966
5/6/2006,0,64599.9,-64599.9
5/7/2006,0,61515.1,-61515.1
5/8/2006,0,59081.5,-59081.5
5/9/2006,0,57016,-57016
5/10/2006,0,55213.5,-55213.5
5/11/2006,0,271134,-271134
5/12/2006,0,464356,-464356
5/13/2006,0,462933,-462933
5/14/2006,0,210951,-210951
5/15/2006,0,521563,-521563
5/16/2006,0,360912,-360912
5/17/2006,0,358666,-358666
5/18/2006,0,443269,-443269
5/19/2006,0,579612,-579612
5/20/2006,0,319414,-319414
5/21/2006,0,300460,-300460
5/22/2006,0,212440,-212440
5/23/2006,0,159277,-159277
5/24/2006,0,128830,-128830
5/25/2006,0,107629,-107629
5/26/2006,0,166427,-166427
5/27/2006,0,97002,-97002
5/28/2006,0,84415.3,-84415.3
5/29/2006,0,75258.2,-75258.2
5/30/2006,0,137022,-137022
5/31/2006,0,80867.8,-80867.8
6/1/2006,0,142422,-142422
6/2/2006,0,94012.5,-94012.5
6/3/2006,0,420844,-420844
6/4/2006,0,196516,-196516
6/5/2006,0,130643,-130643
6/6/2006,0,122751,-122751
6/7/2006,0,340527,-340527
6/8/2006,0,204733,-204733
6/9/2006,0,303852,-303852
6/10/2006,0,173714,-173714
6/11/2006,0,135991,-135991
6/12/2006,0,110017,-110017
6/13/2006,0,91726.1,-91726.1
6/14/2006,0,120753,-120753
6/15/2006,0,77819.9,-77819.9
6/16/2006,0,67767,-67767
6/17/2006,0,60249,-60249
6/18/2006,0,55173.8,-55173.8
6/19/2006,0,117385,-117385
6/20/2006,0,87282.9,-87282.9
6/21/2006,0,56728.3,-56728.3
6/22/2006,0,62478.5,-62478.5
6/23/2006,0,97070.7,-97070.7
6/24/2006,0,182393,-182393
6/25/2006,0,1827170,-1827170
6/26/2006,0,4277272,-4277270
6/27/2006,0,10882982,-10883000
6/28/2006,0,3408093,-3408090
6/29/2006,0,1315924,-1315920
6/30/2006,0,1007605,-1007600
7/1/2006,0,570368,-570368
7/2/2006,0,426714,-426714
7/3/2006,0,270025,-270025
7/4/2006,0,291776,-291776
7/5/2006,0,177717,-177717
7/6/2006,0,141870,-141870
7/7/2006,0,125905,-125905
7/8/2006,0,116154,-116154
7/9/2006,0,109550,-109550
7/10/2006,0,104348,-104348
7/11/2006,0,140837,-140837
7/12/2006,0,241369,-241369
7/13/2006,0,117654,-117654
7/14/2006,0,102270,-102270
7/15/2006,0,136656,-136656
7/16/2006,0,97422.2,-97422.2
7/17/2006,0,92563.9,-92563.9
7/18/2006,0,92288.6,-92288.6
7/19/2006,0,89955.6,-89955.6
7/20/2006,0,79904.8,-79904.8
7/21/2006,0,375446,-375446
7/22/2006,0,652160,-652160
7/23/2006,0,163162,-163162
7/24/2006,0,158261,-158261
7/25/2006,0,147820,-147820
7/26/2006,0,134997,-134997
7/27/2006,0,150105,-150105
7/28/2006,0,287375,-287375
7/29/2006,0,142533,-142533
7/30/2006,0,123138,-123138
7/31/2006,0,92457.7,-92457.7
8/1/2006,0,80526.1,-80526.1
8/2/2006,0,72131.1,-72131.1
8/3/2006,0,104071,-104071
8/4/2006,0,68756.1,-68756.1
8/5/2006,0,63725.6,-63725.6
8/6/2006,0,60489.4,-60489.4
8/7/2006,0,135866,-135866
8/8/2006,0,62536.6,-62536.6
8/9/2006,0,59897.2,-59897.2
8/10/2006,0,57612.8,-57612.8
8/11/2006,0,55115.8,-55115.8
8/12/2006,0,53108.3,-53108.3
8/13/2006,0,51391.8,-51391.8
8/14/2006,0,61356.6,-61356.6
8/15/2006,0,150982,-150982
8/16/2006,0,55628.7,-55628.7
8/17/2006,0,53276.7,-53276.7
8/18/2006,0,51109.4,-51109.4
8/19/2006,0,315224,-315224
8/20/2006,0,131656,-131656
8/21/2006,0,87827,-87827
8/22/2006,0,84201.4,-84201.4
8/23/2006,0,74205.1,-74205.1
8/24/2006,0,67016,-67016
8/25/2006,0,374196,-374196
8/26/2006,0,323257,-323257
8/27/2006,0,1179344,-1179340
8/28/2006,0,397017,-397017
8/29/2006,0,2972465,-2972470
8/30/2006,0,793251,-793251
8/31/2006,0,598065,-598065
9/1/2006,0,585447,-585447
9/2/2006,0,733762,-733762
9/3/2006,0,499902,-499902
9/4/2006,0,301460,-301460
9/5/2006,0,272109,-272109
9/6/2006,0,173996,-173996
9/7/2006,0,133867,-133867
9/8/2006,0,112963,-112963
9/9/2006,0,135908,-135908
9/10/2006,0,97128.5,-97128.5
9/11/2006,0,88416.1,-88416.1
9/12/2006,0,82594.8,-82594.8
9/13/2006,0,85261.1,-85261.1
9/14/2006,0,955251,-955251
9/15/2006,0,1062016,-1062020
9/16/2006,0,392101,-392101
9/17/2006,0,343009,-343009
9/18/2006,0,316253,-316253
9/19/2006,0,341955,-341955
9/20/2006,0,284747,-284747
9/21/2006,0,238227,-238227
9/22/2006,0,179789,-179789
9/23/2006,0,186430,-186430
9/24/2006,0,144168,-144168
9/25/2006,0,111576,-111576
9/26/2006,0,98555.4,-98555.4
9/27/2006,0,89474.1,-89474.1
9/28/2006,0,926138,-926138
9/29/2006,0,459091,-459091
9/30/2006,0,359545,-359545
10/1/2006,0,624089,-624089
10/2/2006,0,358400,-358400
10/3/2006,0,319842,-319842
10/4/2006,0,399441,-399441
10/5/2006,0,288395,-288395
10/6/2006,0,216134,-216134
10/7/2006,0,170277,-170277
10/8/2006,0,140204,-140204
10/9/2006,0,117456,-117456
10/10/2006,0,102830,-102830
10/11/2006,0,128372,-128372
10/12/2006,0,162566,-162566
10/13/2006,0,100016,-100016
10/14/2006,0,95335,-95335
10/15/2006,0,90439,-90439
10/16/2006,0,86738.3,-86738.3
10/17/2006,0,705471,-705471
10/18/2006,0,200096,-200096
10/19/2006,0,664151,-664151
10/20/2006,0,1082630,-1082630
10/21/2006,0,474294,-474294
10/22/2006,0,434267,-434267
10/23/2006,0,382331,-382331
10/24/2006,0,329792,-329792
10/25/2006,0,262093,-262093
10/26/2006,0,212630,-212630
10/27/2006,0,300956,-300956
10/28/2006,0,2537530,-2537530
10/29/2006,0,766576,-766576
10/30/2006,0,740134,-740134
10/31/2006,0,538974,-538974
11/1/2006,0,679160,-679160
11/2/2006,0,655629,-655629
11/3/2006,0,467807,-467807
11/4/2006,0,384209,-384209
11/5/2006,0,282824,-282824
11/6/2006,0,225845,-225845
11/7/2006,0,200732,-200732
11/8/2006,0,764992,-764992
11/9/2006,0,311428,-311428
11/10/2006,0,271857,-271857
11/11/2006,0,253431,-253431
11/12/2006,0,414555,-414555
11/13/2006,0,350949,-350949
11/14/2006,0,326128,-326128
11/15/2006,0,278109,-278109
11/16/2006,0,3037132,-3037130
11/17/2006,0,843695,-843695
11/18/2006,0,697314,-697314
11/19/2006,0,570493,-570493
11/20/2006,0,459221,-459221
11/21/2006,0,378442,-378442
11/22/2006,0,321215,-321215
11/23/2006,0,471928,-471928
11/24/2006,0,291865,-291865
11/25/2006,0,238886,-238886
11/26/2006,0,207067,-207067
11/27/2006,0,185777,-185777
11/28/2006,0,170318,-170318
11/29/2006,0,158552,-158552
11/30/2006,0,148985,-148985
12/1/2006,0,604734,-604734
12/2/2006,0,246633,-246633
12/3/2006,0,333264,-333264
12/4/2006,0,262245,-262245
12/5/2006,0,236553,-236553
12/6/2006,0,230365,-230365
12/7/2006,0,223408,-223408
12/8/2006,0,213365,-213365
12/9/2006,0,188310,-188310
12/10/2006,0,168721,-168721
12/11/2006,0,151963,-151963
12/12/2006,0,138387,-138387
12/13/2006,0,202653,-202653
12/14/2006,0,137751,-137751
12/15/2006,0,149312,-149312
12/16/2006,0,123987,-123987
12/17/2006,0,117880,-117880
12/18/2006,0,196996,-196996
12/19/2006,0,115092,-115092
12/20/2006,0,111140,-111140
12/21/2006,0,105620,-105620
12/22/2006,0,296341,-296341
12/23/2006,0,275703,-275703
12/24/2006,0,138011,-138011
12/25/2006,0,289934,-289934
12/26/2006,0,259717,-259717
12/27/2006,0,193545,-193545
12/28/2006,0,184958,-184958
12/29/2006,0,180777,-180777
12/30/2006,0,169857,-169857
12/31/2006,0,155237,-155237
1/1/2007,0,407072,-407072
1/2/2007,0,187578,-187578
1/3/2007,0,157954,-157954
1/4/2007,0,142800,-142800
1/5/2007,0,1131052,-1131050
1/6/2007,0,1325950,-1325950
1/7/2007,0,1233808,-1233810
1/8/2007,0,1649556,-1649560
1/9/2007,0,732856,-732856
1/10/2007,0,517945,-517945
1/11/2007,0,439273,-439273
1/12/2007,0,372929,-372929
1/13/2007,0,513949,-513949
1/14/2007,0,564604,-564604
1/15/2007,0,1194212,-1194210
1/16/2007,0,522109,-522109
1/17/2007,0,418629,-418629
1/18/2007,0,355180,-355180
1/19/2007,0,310389,-310389
1/20/2007,0,277333,-277333
1/21/2007,0,245524,-245524
1/22/2007,0,216761,-216761
1/23/2007,0,184702,-184702
1/24/2007,0,163490,-163490
1/25/2007,0,148438,-148438
1/26/2007,0,137349,-137349
1/27/2007,0,128714,-128714
1/28/2007,0,121525,-121525
1/29/2007,0,115433,-115433
1/30/2007,0,110250,-110250
1/31/2007,0,105665,-105665
2/1/2007,0,101502,-101502
2/2/2007,0,97641.5,-97641.5
2/3/2007,0,94054,-94054
2/4/2007,0,90777.2,-90777.2
2/5/2007,0,87777.9,-87777.9
2/6/2007,0,84976.6,-84976.6
2/7/2007,0,82328.9,-82328.9
2/8/2007,0,79823.8,-79823.8
2/9/2007,0,77443.7,-77443.7
2/10/2007,0,75184,-75184
2/11/2007,0,73037.1,-73037.1
2/12/2007,0,70979.8,-70979.8
2/13/2007,0,69002.1,-69002.1
2/14/2007,0,67111,-67111
2/15/2007,0,65312.4,-65312.4
2/16/2007,0,63602.1,-63602.1
2/17/2007,0,61960.3,-61960.3
2/18/2007,0,60375.8,-60375.8
2/19/2007,0,58856.7,-58856.7
2/20/2007,0,57390.8,-57390.8
2/21/2007,0,231640,-231640
2/22/2007,0,380374,-380374
2/23/2007,0,72442,-72442
2/24/2007,0,75703.1,-75703.1
2/25/2007,0,78844.7,-78844.7
2/26/2007,0,93624.5,-93624.5
2/27/2007,0,284752,-284752
2/28/2007,0,103303,-103303
3/1/2007,0,195405,-195405
3/2/2007,0,1315718,-1315720
3/3/2007,0,1432777,-1432780
3/4/2007,0,939408,-939408
3/5/2007,0,425266,-425266
3/6/2007,0,387848,-387848
3/7/2007,0,337425,-337425
3/8/2007,0,292656,-292656
3/9/2007,0,251106,-251106
3/10/2007,0,362671,-362671
3/11/2007,0,624642,-624642
3/12/2007,0,796400,-796400
3/13/2007,0,1078881,-1078880
3/14/2007,0,757702,-757702
3/15/2007,0,890465,-890465
3/16/2007,0,612209,-612209
3/17/2007,0,345764,-345764
3/18/2007,0,303513,-303513
3/19/2007,0,258283,-258283
3/20/2007,0,218281,-218281
3/21/2007,0,184495,-184495
3/22/2007,0,795407,-795407
3/23/2007,0,1169684,-1169680
3/24/2007,0,737944,-737944
3/25/2007,0,366662,-366662
3/26/2007,0,562712,-562712
3/27/2007,0,281674,-281674
3/28/2007,0,244960,-244960
3/29/2007,0,216305,-216305
3/30/2007,0,186597,-186597
3/31/2007,0,156746,-156746
4/1/2007,0,457077,-457077
4/2/2007,0,161186,-161186
4/3/2007,0,134576,-134576
4/4/2007,0,355992,-355992
4/5/2007,0,167447,-167447
4/6/2007,0,158120,-158120
4/7/2007,0,152080,-152080
4/8/2007,0,146450,-146450
4/9/2007,0,139847,-139847
4/10/2007,0,132667,-132667
4/11/2007,0,145422,-145422
4/12/2007,0,422878,-422878
4/13/2007,0,257551,-257551
4/14/2007,0,230853,-230853
4/15/2007,0,2434060,-2434060
4/16/2007,0,1647899,-1647900
4/17/2007,0,1117429,-1117430
4/18/2007,0,913896,-913896
4/19/2007,0,590589,-590589
4/20/2007,0,410179,-410179
4/21/2007,0,310543,-310543
4/22/2007,0,244147,-244147
4/23/2007,0,189709,-189709
4/24/2007,0,147599,-147599
4/25/2007,0,493784,-493784
4/26/2007,0,157416,-157416
4/27/2007,0,186669,-186669
4/28/2007,0,166842,-166842
4/29/2007,0,142630,-142630
4/30/2007,0,143012,-143012
5/1/2007,0,212248,-212248
5/2/2007,0,162319,-162319
5/3/2007,0,129607,-129607
5/4/2007,0,118826,-118826
5/5/2007,0,109014,-109014
5/6/2007,0,100497,-100497
5/7/2007,0,93537.8,-93537.8
5/8/2007,0,87507.8,-87507.8
5/9/2007,0,81551,-81551
5/10/2007,0,167665,-167665
5/11/2007,0,172224,-172224
5/12/2007,0,100565,-100565
5/13/2007,0,88467.9,-88467.9
5/14/2007,0,84539.5,-84539.5
5/15/2007,0,80506.3,-80506.3
5/16/2007,0,335421,-335421
5/17/2007,0,122758,-122758
5/18/2007,0,116044,-116044
5/19/2007,0,123124,-123124
5/20/2007,0,109614,-109614
5/21/2007,0,92533.3,-92533.3
5/22/2007,0,85218.4,-85218.4
5/23/2007,0,78842.9,-78842.9
5/24/2007,0,69824.3,-69824.3
5/25/2007,0,63463.6,-63463.6
5/26/2007,0,59005.3,-59005.3
5/27/2007,0,120710,-120710
5/28/2007,0,95989.3,-95989.3
5/29/2007,0,61537.4,-61537.4
5/30/2007,0,58238.2,-58238.2
5/31/2007,0,63993.1,-63993.1
6/1/2007,0,55221.4,-55221.4
6/2/2007,0,54169.1,-54169.1
6/3/2007,0,108241,-108241
6/4/2007,0,78285,-78285
6/5/2007,0,58809.5,-58809.5
6/6/2007,0,51202.6,-51202.6
6/7/2007,0,48696.8,-48696.8
6/8/2007,0,427173,-427173
6/9/2007,0,87631.6,-87631.6
6/10/2007,0,87972.2,-87972.2
6/11/2007,0,90164.6,-90164.6
6/12/2007,0,160659,-160659
6/13/2007,0,91309,-91309
6/14/2007,0,75734.7,-75734.7
6/15/2007,0,68606.5,-68606.5
6/16/2007,0,96831.7,-96831.7
6/17/2007,0,61054.4,-61054.4
6/18/2007,0,50072.9,-50072.9
6/19/2007,0,115682,-115682
6/20/2007,0,59535.5,-59535.5
6/21/2007,0,143732,-143732
6/22/2007,0,57277.8,-57277.8
6/23/2007,0,53297.7,-53297.7
6/24/2007,0,49016.4,-49016.4
6/25/2007,0,45174.9,-45174.9
6/26/2007,0,41775.6,-41775.6
6/27/2007,0,207151,-207151
6/28/2007,0,222512,-222512
6/29/2007,0,74565.3,-74565.3
6/30/2007,0,74933.3,-74933.3
7/1/2007,0,61178.7,-61178.7
7/2/2007,0,55454.8,-55454.8
7/3/2007,0,50984.6,-50984.6
7/4/2007,0,272919,-272919
7/5/2007,0,829310,-829310
7/6/2007,0,237150,-237150
7/7/2007,0,166715,-166715
7/8/2007,0,237771,-237771
7/9/2007,0,135201,-135201
7/10/2007,0,114126,-114126
7/11/2007,0,188790,-188790
7/12/2007,0,99185,-99185
7/13/2007,0,71203.9,-71203.9
7/14/2007,0,56362.6,-56362.6
7/15/2007,0,54384.7,-54384.7
7/16/2007,0,42991.2,-42991.2
7/17/2007,0,39781.5,-39781.5
7/18/2007,0,147348,-147348
7/19/2007,0,278276,-278276
7/20/2007,0,68058.8,-68058.8
7/21/2007,0,64098.4,-64098.4
7/22/2007,0,60221.8,-60221.8
7/23/2007,0,2047224,-2047220
7/24/2007,0,382868,-382868
7/25/2007,0,371143,-371143
7/26/2007,0,285846,-285846
7/27/2007,0,683094,-683094
7/28/2007,0,652621,-652621
7/29/2007,0,361314,-361314
7/30/2007,0,245936,-245936
7/31/2007,0,148626,-148626
8/1/2007,0,103632,-103632
8/2/2007,0,80506.2,-80506.2
8/3/2007,0,165636,-165636
8/4/2007,0,82108.7,-82108.7
8/5/2007,0,66259.9,-66259.9
8/6/2007,0,94435.9,-94435.9
8/7/2007,0,239626,-239626
8/8/2007,0,251285,-251285
8/9/2007,0,171187,-171187
8/10/2007,0,777878,-777878
8/11/2007,0,216270,-216270
8/12/2007,0,195291,-195291
8/13/2007,0,168002,-168002
8/14/2007,0,140409,-140409
8/15/2007,0,112323,-112323
8/16/2007,0,102093,-102093
8/17/2007,0,85811.3,-85811.3
8/18/2007,0,66030.4,-66030.4
8/19/2007,0,57578,-57578
8/20/2007,0,141028,-141028
8/21/2007,0,407804,-407804
8/22/2007,0,121283,-121283
8/23/2007,0,113874,-113874
8/24/2007,0,114568,-114568
8/25/2007,0,102441,-102441
8/26/2007,0,97579,-97579
8/27/2007,0,79444.3,-79444.3
8/28/2007,0,69128.8,-69128.8
8/29/2007,0,58055.3,-58055.3
8/30/2007,0,50993.4,-50993.4
8/31/2007,0,46509.9,-46509.9
9/1/2007,0,43598.5,-43598.5
9/2/2007,0,41595.4,-41595.4
9/3/2007,0,40051.5,-40051.5
9/4/2007,0,38812.6,-38812.6
9/5/2007,0,37777.9,-37777.9
9/6/2007,0,36874.8,-36874.8
9/7/2007,0,36057.7,-36057.7
9/8/2007,0,120445,-120445
9/9/2007,0,45718.9,-45718.9
9/10/2007,0,44041.5,-44041.5
9/11/2007,0,671168,-671168
9/12/2007,0,97782.1,-97782.1
9/13/2007,0,120567,-120567
9/14/2007,0,324818,-324818
9/15/2007,0,566480,-566480
9/16/2007,0,271394,-271394
9/17/2007,0,240184,-240184
9/18/2007,0,206076,-206076
9/19/2007,0,149851,-149851
9/20/2007,0,114346,-114346
9/21/2007,0,90731.1,-90731.1
9/22/2007,0,73695.4,-73695.4
9/23/2007,0,60134.4,-60134.4
9/24/2007,0,52369.5,-52369.5
9/25/2007,0,47367,-47367
9/26/2007,0,46951.8,-46951.8
9/27/2007,0,267456,-267456
9/28/2007,0,116417,-116417
9/29/2007,0,71370,-71370
9/30/2007,0,70804.6,-70804.6
10/1/2007,0,69402.7,-69402.7
10/2/2007,0,67180.9,-67180.9
10/3/2007,0,64268,-64268
10/4/2007,0,60628.5,-60628.5
10/5/2007,0,52566,-52566
10/6/2007,0,66685.6,-66685.6
10/7/2007,0,45935.9,-45935.9
10/8/2007,0,45042.9,-45042.9
10/9/2007,0,1351482,-1351480
10/10/2007,0,298669,-298669
10/11/2007,0,3388174,-3388170
10/12/2007,0,859094,-859094
10/13/2007,0,740898,-740898
10/14/2007,0,608977,-608977
10/15/2007,0,477235,-477235
10/16/2007,0,370186,-370186
10/17/2007,0,248130,-248130
10/18/2007,0,181213,-181213
10/19/2007,0,735549,-735549
10/20/2007,0,304101,-304101
10/21/2007,0,221399,-221399
10/22/2007,0,184029,-184029
10/23/2007,0,551171,-551171
10/24/2007,0,714905,-714905
10/25/2007,0,420400,-420400
10/26/2007,0,1217652,-1217650
10/27/2007,0,2016773,-2016770
10/28/2007,0,786628,-786628
10/29/2007,0,607702,-607702
10/30/2007,0,478495,-478495
10/31/2007,0,365302,-365302
11/1/2007,0,282479,-282479
11/2/2007,0,232022,-232022
11/3/2007,0,190562,-190562
11/4/2007,0,157308,-157308
11/5/2007,0,139004,-139004
11/6/2007,0,126439,-126439
11/7/2007,0,116963,-116963
11/8/2007,0,110225,-110225
11/9/2007,0,129036,-129036
11/10/2007,0,116149,-116149
11/11/2007,0,104399,-104399
11/12/2007,0,116613,-116613
11/13/2007,0,175550,-175550
11/14/2007,0,117341,-117341
11/15/2007,0,116312,-116312
11/16/2007,0,271845,-271845
11/17/2007,0,145356,-145356
11/18/2007,0,583159,-583159
11/19/2007,0,417216,-417216
11/20/2007,0,403972,-403972
11/21/2007,0,251389,-251389
11/22/2007,0,457085,-457085
11/23/2007,0,467657,-467657
11/24/2007,0,284922,-284922
11/25/2007,0,250911,-250911
11/26/2007,0,223280,-223280
11/27/2007,0,200518,-200518
11/28/2007,0,241853,-241853
11/29/2007,0,495712,-495712
11/30/2007,0,413426,-413426
12/1/2007,0,238135,-238135
12/2/2007,0,208626,-208626
12/3/2007,0,194106,-194106
12/4/2007,0,181183,-181183
12/5/2007,0,169938,-169938
12/6/2007,0,158756,-158756
12/7/2007,0,143592,-143592
12/8/2007,0,129073,-129073
12/9/2007,0,117356,-117356
12/10/2007,0,108163,-108163
12/11/2007,0,103827,-103827
12/12/2007,0,106701,-106701
12/13/2007,0,100239,-100239
12/14/2007,0,87517.4,-87517.4
12/15/2007,0,83497,-83497
12/16/2007,0,80184.7,-80184.7
12/17/2007,0,77198.7,-77198.7
12/18/2007,0,74491.7,-74491.7
12/19/2007,0,71962.2,-71962.2
12/20/2007,0,74986.1,-74986.1
12/21/2007,0,67595.7,-67595.7
12/22/2007,0,65417.7,-65417.7
12/23/2007,0,121844,-121844
12/24/2007,0,64067,-64067
12/25/2007,0,62304.5,-62304.5
12/26/2007,0,64876.9,-64876.9
12/27/2007,0,284847,-284847
12/28/2007,0,67609.4,-67609.4
